lotus_cropped_query (10632100),intersection,norms1,norms2,bhattacharyya,MDPA,cosineSimilarity,hammingDistance,Time
car_cropped_4,0.7542707158164439,0.4914585683671122,0.26724882009941653,0.042144152954266545,1.1912063827701909,0.13783986637453544,247,9555100
car_cropped_5,0.7464312385556124,0.5071375228887752,0.27103208111676613,0.04339331047743196,1.1324433377862912,0.13701452872392444,247,8510200
cat_cropped_1,0.730367550080876,0.5392648998382481,0.29192202848243887,0.0527102598881567,1.1299674007714322,0.1295087126280718,247,11687200
cat_cropped_2,0.7437718192581269,0.5124563614837465,0.2780755818164268,0.0468003185496335,1.1467093257499679,0.1339058131970822,247,12961100
cat_cropped_3,0.7288774035067824,0.5422451929864351,0.29471693801625826,0.05405351408662447,1.088753477401397,0.1290503426904558,247,11555800
cat_cropped_4,0.787503933494488,0.4249921330110239,0.23550772978836976,0.03201227332280435,1.1200004208914087,0.14925186444004301,247,10595300
cat_cropped_5,0.7092086531689239,0.5815826936621523,0.30496155163481964,0.059304702213717204,0.993062272068066,0.127291620347514,247,12049700
dolphin_cropped_1,0.7454275976218039,0.5091448047563922,0.27680564157653864,0.04617763678984318,1.0739347794765157,0.13512533118065906,247,10051600
dolphin_cropped_2,0.7670479640791659,0.46590407184166843,0.23862280679678635,0.03691605713276846,0.8195507317627925,0.14982059248866147,247,9840200
dolphin_cropped_3,0.8754223072380816,0.24915538552383681,0.11838403546437948,0.009394915270983326,0.48265922773352926,0.1848577635220241,247,9625400
dolphin_cropped_4,0.7412774154828038,0.5174451690343924,0.26730258584958105,0.04546196314510552,1.1495752439086868,0.1404134513495996,247,9544700
dolphin_cropped_5,0.848770200284932,0.302459599430136,0.1541715506917106,0.014243838717836587,0.6589037144713288,0.17332473135744209,247,11395300
face_cropped_1,0.7596349111919871,0.4807301776160259,0.26058643862822006,0.039110194970673216,1.0920958729936543,0.14010201974937098,247,12579900
face_cropped_2,0.7584715867017665,0.483056826596467,0.2615139368626132,0.03903890984909586,1.0718891652325224,0.14012032999582508,247,19194800
face_cropped_3,0.7625211840902258,0.4749576318195483,0.26009397537970663,0.03865146217691226,1.1031386695076288,0.1416287053193228,247,10506900
face_cropped_4,0.7727426989359676,0.4545146021280647,0.24652933965522303,0.034129741177979546,1.0473764488927393,0.1445561257426043,247,12549900
face_cropped_5,0.7446420598847976,0.510715880230405,0.2785155931384233,0.045559933057582325,1.1201374159783368,0.13568689454615104,247,13526200
lotus_cropped_1,0.808452744655849,0.3830945106883019,0.2201951208392182,0.027838241991576265,1.0882686212288,0.15880419260286666,247,10059500
lotus_cropped_2,0.7816845524397944,0.436630895120411,0.23977524868649944,0.032306489134023175,1.0804998277589486,0.1474450777898753,247,9522400
lotus_cropped_3,0.9500722294978943,0.09985554100421146,0.043323015775626354,0.001543056204866188,0.10398875539612341,0.20726866410300374,247,11583000
lotus_cropped_4,0.788569794252078,0.422860411495844,0.23885379084773345,0.0319432859972918,1.1310895759601263,0.15023793778607641,247,9586000
lotus_cropped_5,0.7956466965285555,0.4087066069428892,0.22022399049640312,0.02744186395004541,0.8053108351148663,0.15417385838916725,247,14091000
pickles_cropped_1,0.8328576272031124,0.3342847455937751,0.18524169164695664,0.02030855712644151,0.540196081014805,0.2717464185689714,247,308355900
pickles_cropped_2,0.8794978976016785,0.2410042047966431,0.12338448616509344,0.011056618954203281,0.31542632990561914,0.25146212741671126,247,174202200
pickles_cropped_3,0.8668227638745667,0.2663544722508666,0.1300536853921373,0.012491440590342373,0.3089153204515656,0.25326823047716057,247,369927000
pickles_cropped_4,0.8893535438999626,0.22129291220007502,0.10764290224060616,0.009086897322285285,0.25153632835727324,0.2464729414219884,247,267971400
pickles_cropped_5,0.8584510683901019,0.28309786321979646,0.14296110307383467,0.014897253667104243,0.3470223249422902,0.257408050796281,247,275159500
